,company_name,sic,office,industry,cik
NC,NACCO INDUSTRIES INC,3537,Office of Technology,"INDUSTRIAL TRUCKS, TRACTORS, TRAILORS & STACKERS",0000789933
NCLH,Norwegian Cruise Line Holdings Ltd.,4400,Office of Energy & Transportation,WATER TRANSPORTATION,0001513761
NCNO,"NCINO, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001566895
NCR,NCR CORP,3578,Office of Technology,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),0000070866
NDAQ,"NASDAQ OMX GROUP, INC.",6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",0001120193
NDLS,NOODLES & Co,5812,Office of Trade & Services,RETAIL-EATING PLACES,0001275158
NDSN,NORDSON CORP,3569,Office of Technology,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",0000072331
NE,NOBLE CORP,1381,Office of Energy & Transportation,DRILLING OIL & GAS WELLS,0001169055
NEE,FLORIDA POWER & LIGHT CO,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0000037634
NEM,NEWMONT MINING CORP /DE/,1040,Office of Energy & Transportation,GOLD AND SILVER ORES,0001164727
NEO,NEOGENOMICS INC,8734,Industrial Applications and Services,SERVICES-TESTING LABORATORIES,0001077183
NEOG,NEOGEN CORP,2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,0000711377
NESR,National Energy Services Reunited Corp.,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",0001698514
NET,"Cloudflare, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001477333
NEU,NEWMARKET CORP,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,0001282637
NEWR,NEW RELIC INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001448056
NEX,NEXTIER OILFIELD SOLUTIONS INC.,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",0001688476
NEXT,NextDecade Corp.,4923,Office of Energy & Transportation,NATURAL GAS TRANSMISISON & DISTRIBUTION,0001612720
NFBK,"Northfield Bancorp, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001401700
NFE,New Fortress Energy LLC,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,0001749723
NFG,NATIONAL FUEL GAS CO,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,0000070145
NFLX,NETFLIX INC,7841,Office of Trade & Services,SERVICES-VIDEO TAPE RENTAL,0001065280
NG,NOVAGOLD RESOURCES INC,1040,Office of Energy & Transportation,GOLD AND SILVER ORES,0001173420
NGM,NGM BIOPHARMACEUTICALS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001426332
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",5411,Office of Trade & Services,RETAIL-GROCERY STORES,0001547459
NGVT,Ingevity Corp,2800,Industrial Applications and Services,CHEMICALS & ALLIED PRODUCTS,0001653477
NHC,NATIONAL HEALTHCARE CORP,8051,Industrial Applications and Services,SERVICES-SKILLED NURSING CARE FACILITIES,0001047335
NHI,NATIONAL HEALTH INVESTORS INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000877860
NI,NISOURCE INC/DE,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0001111711
NJR,NEW JERSEY RESOURCES CORP,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,0000356309
NKE,NIKE INC,3021,Office of Manufacturing,RUBBER & PLASTICS FOOTWEAR,0000320187
NKLA,Nikola Corp,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,0001731289
NKTR,NEKTAR THERAPEUTICS,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000906709
NKTX,"Nkarta, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001787400
NL,NL INDUSTRIES INC,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,0000072162
NLOK,NortonLifeLock Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0000849399
NLSN,Nielsen Holdings N.V.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001492633
NLY,ANNALY CAPITAL MANAGEMENT INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001043219
NMIH,"NMI Holdings, Inc.",6351,Office of Finance,SURETY INSURANCE,0001547903
NMRK,"NEWMARK GROUP, INC.",6531,Office of Real Estate & Construction,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),0001690680
NN,NEXTNAV INC.,3812,Office of Manufacturing,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",0001865631
NNI,NELNET INC,6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,0001258602
NNN,"NATIONAL RETAIL PROPERTIES, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000751364
NOC,NORTHROP GRUMMAN CORP /DE/,3812,Office of Manufacturing,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",0001133421
NODK,"NI Holdings, Inc.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001681206
NOG,"NORTHERN OIL & GAS, INC.",1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001104485
NOTV,"Inotiv, Inc.",8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0000720154
NOV,NATIONAL OILWELL VARCO INC,3533,Office of Technology,OIL & GAS FIELD MACHINERY & EQUIPMENT,0001021860
NOVA,Sunnova Energy International Inc.,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0001772695
NOVT,NOVANTA INC,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0001076930
NOW,"ServiceNow, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001373715
NP,Neenah Paper Inc,2621,Office of Manufacturing,PAPER MILLS,0001296435
NPK,NATIONAL PRESTO INDUSTRIES INC,3480,Office of Manufacturing,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",0000080172
NPO,"ENPRO INDUSTRIES, INC",3050,Office of Manufacturing,"GASKETS, PACKG & SEALG DEVICES & RUBBER & PLASTICS HOSE",0001164863
NPTN,NEOPHOTONICS CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001227025
NR,NEWPARK RESOURCES INC,3533,Office of Technology,OIL & GAS FIELD MACHINERY & EQUIPMENT,0000071829
NRC,NATIONAL RESEARCH CORP,8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0000070487
NRDS,"NERDWALLET, INC.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001625278
NRDY,Nerdy Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001819404
NREF,"NexPoint Real Estate Finance, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001786248
NRG,"NRG ENERGY, INC.",4911,Office of Energy & Transportation,ELECTRIC SERVICES,0001013871
NRIX,"Nurix Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001549595
NRZ,New Residential Investment Corp.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001556593
NSA,National Storage Affiliates Trust,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001618563
NSC,NORFOLK SOUTHERN CORP,4011,Office of Energy & Transportation,"RAILROADS, LINE-HAUL OPERATING",0000702165
NSIT,INSIGHT ENTERPRISES INC,5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,0000932696
NSP,"INSPERITY, INC.",7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,0001000753
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",3669,Office of Manufacturing,"COMMUNICATIONS EQUIPMENT, NEC",0000069633
NSTG,NanoString Technologies Inc,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001401708
NTAP,"NetApp, Inc.",3572,Office of Technology,COMPUTER STORAGE DEVICES,0001002047
NTCT,NETSCOUT SYSTEMS INC,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0001078075
NTGR,"NETGEAR, INC",3661,Office of Manufacturing,TELEPHONE & TELEGRAPH APPARATUS,0001122904
NTLA,"Intellia Therapeutics, Inc.",2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,0001652130
NTNX,"Nutanix, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001618732
NTRA,"Natera, Inc.",8071,Industrial Applications and Services,SERVICES-MEDICAL LABORATORIES,0001604821
NTRS,NORTHERN TRUST CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0000073124
NTST,NETSTREIT Corp.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001798100
NTUS,NATUS MEDICAL INC,3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,0000878526
NUE,NUCOR CORP,3312,Office of Manufacturing,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",0000073309
NUS,NU SKIN ENTERPRISES INC,5122,Office of Trade & Services,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",0001021561
NUVA,NUVASIVE INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001142596
NUVB,Nuvation Bio Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001811063
NUVL,"Nuvalent, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001861560
NVAX,NOVAVAX INC,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001000694
NVCR,Novocure Ltd,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001645113
NVDA,NVIDIA CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001045810
NVEE,"NV5 Holdings, Inc.",7380,Office of Trade & Services,SERVICES-MISCELLANEOUS BUSINESS SERVICES,0001532961
NVR,NVR INC,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0000906163
NVRO,NEVRO CORP,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001444380
NVST,Envista Holdings Corp,3843,Industrial Applications and Services,DENTAL EQUIPMENT & SUPPLIES,0001757073
NVT,nVent Electric plc,3550,Office of Technology,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),0001720635
NVTA,Invitae Corp,8071,Industrial Applications and Services,SERVICES-MEDICAL LABORATORIES,0001501134
NWBI,"Northwest Bancshares, Inc.",6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001471265
NWE,NORTHWESTERN CORP,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0000073088
NWL,NEWELL RUBBERMAID INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0000814453
NWLI,NATIONAL WESTERN LIFE INSURANCE CO,6311,Office of Finance,LIFE INSURANCE,0000070684
NWN,NORTHWEST NATURAL GAS CO,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,0000073020
NWPX,NORTHWEST PIPE CO,3317,Office of Manufacturing,STEEL PIPE & TUBES,0001001385
NWS,NEWS CORP,2711,Office of Manufacturing,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,0001308161
NWSA,NEWS CORP,2711,Office of Manufacturing,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,0001308161
NX,Quanex Building Products CORP,3350,Office of Manufacturing,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,0001423221
NXGN,"NEXTGEN HEALTHCARE, INC.",7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0000708818
NXRT,"NexPoint Residential Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001620393
NXST,NEXSTAR BROADCASTING GROUP INC,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,0001142417
NYCB,NEW YORK COMMUNITY BANCORP INC,6036,Office of Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",0000910073
NYMT,NEW YORK MORTGAGE TRUST INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001273685
NYT,NEW YORK TIMES CO,2711,Office of Manufacturing,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,0000071691
O,REALTY INCOME CORP,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000726728
OAS,Oasis Petroleum Inc.,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001486159
OB,"OneBeacon Insurance Group, Ltd.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001369817
OBNK,"Origin Bancorp, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001516912
OC,Owens Corning,3290,Office of Manufacturing,"ABRASIVE, ASBESTOS & MISC NONMETALLIC MINERAL PRODS",0001370946
OCFC,OCEANFIRST FINANCIAL CORP,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001004702
OCGN,"Ocugen, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001372299
OCUL,"OCULAR THERAPEUTIX, INC",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001393434
ODFL,OLD DOMINION FREIGHT LINE INC/VA,4213,Office of Energy & Transportation,TRUCKING (NO LOCAL),0000878927
ODP,OFFICE DEPOT INC,5940,Office of Trade & Services,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,0000800240
OEC,Orion Engineered Carbons S.A.,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,0001609804
OFC,CORPORATE OFFICE PROPERTIES TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000860546
OFG,ORIENTAL FINANCIAL GROUP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0001030469
OFIX,ORTHOFIX INTERNATIONAL N V,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000884624
OFLX,"Omega Flex, Inc.",3430,Office of Manufacturing,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",0001317945
OGE,OGE ENERGY CORP.,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0001021635
OGN,Organon & Co.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001821825
OGS,"ONE Gas, Inc.",4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,0001587732
OHI,OMEGA HEALTHCARE INVESTORS INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000888491
OI,OWENS ILLINOIS INC /DE/,3221,Office of Manufacturing,GLASS CONTAINERS,0000812074
OII,OCEANEERING INTERNATIONAL INC,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",0000073756
OIS,"OIL STATES INTERNATIONAL, INC",3533,Office of Technology,OIL & GAS FIELD MACHINERY & EQUIPMENT,0001121484
OKE,ONEOK INC /NEW/,4923,Office of Energy & Transportation,NATURAL GAS TRANSMISISON & DISTRIBUTION,0001039684
OKTA,"Okta, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001660134
OLED,UNIVERSAL DISPLAY CORP \PA\,3670,Office of Manufacturing,ELECTRONIC COMPONENTS & ACCESSORIES,0001005284
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",5331,Office of Trade & Services,RETAIL-VARIETY STORES,0001639300
OLN,OLIN CORP,2800,Industrial Applications and Services,CHEMICALS & ALLIED PRODUCTS,0000074303
OLO,Olo Inc.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001431695
OLP,ONE LIBERTY PROPERTIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000712770
OLPX,"OLAPLEX HOLDINGS, INC.",2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",0001868726
OM,"Outset Medical, Inc.",3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,0001484612
OMC,OMNICOM GROUP INC,7311,Office of Trade & Services,SERVICES-ADVERTISING AGENCIES,0000029989
OMCL,"OMNICELL, Inc",3571,Office of Technology,ELECTRONIC COMPUTERS,0000926326
OMF,"OneMain Holdings, Inc.",6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,0001584207
OMI,OWENS & MINOR INC/VA/,5047,Office of Trade & Services,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES",0000075252
OMIC,"Singular Genomics Systems, Inc.",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001850906
ON,ON SEMICONDUCTOR CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001097864
ONB,OLD NATIONAL BANCORP /IN/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000707179
ONDS,Ondas Holdings Inc.,3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,0001646188
ONEM,1Life Healthcare Inc,8011,Industrial Applications and Services,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,0001404123
ONEW,OneWater Marine Inc.,5531,Office of Trade & Services,RETAIL-AUTO & HOME SUPPLY STORES,0001772921
ONL,Orion Office REIT Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001873923
ONTF,ON24 INC.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001110611
ONTO,Onto Innovation Inc.,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",0000704532
OOMA,OOMA INC,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001327688
OPAD,Offerpad Solutions Inc.,6531,Office of Real Estate & Construction,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),0001825024
OPCH,"Option Care Health, Inc.",8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,0001014739
OPEN,OPENTABLE INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001125914
OPFI,OppFi Inc.,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001818502
OPI,OFFICE PROPERTIES INCOME TRUST,6500,Office of Real Estate & Construction,REAL ESTATE,0001456772
OPK,"Opko Health, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000944809
OPRT,Oportun Financial Corp,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001538716
OPRX,OptimizeRx Corp,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001448431
OPY,OPPENHEIMER HOLDINGS INC,6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",0000791963
ORA,"ORMAT TECHNOLOGIES, INC.",4911,Office of Energy & Transportation,ELECTRIC SERVICES,0001296445
ORC,"Orchid Island Capital, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001518621
ORCL,ORACLE CORP,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001341439
ORGN,"Origin Materials, Inc.",2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,0001802457
ORGO,Organogenesis Holdings Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001661181
ORI,OLD REPUBLIC INTERNATIONAL CORP,6351,Office of Finance,SURETY INSURANCE,0000074260
ORLY,O REILLY AUTOMOTIVE INC,5531,Office of Trade & Services,RETAIL-AUTO & HOME SUPPLY STORES,0000898173
ORRF,ORRSTOWN FINANCIAL SERVICES INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000826154
OSBC,OLD SECOND BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000357173
OSCR,"Oscar Health, Inc.",6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,0001568651
OSH,ORCHARD SUPPLY HARDWARE STORES CORP,5200,Office of Trade & Services,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",0000896842
OSIS,OSI SYSTEMS INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001039065
OSK,OSHKOSH CORP,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,0000775158
OSPN,OneSpan Inc.,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0001044777
OSTK,"OVERSTOCK.COM, INC",5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,0001130713
OSUR,ORASURE TECHNOLOGIES INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001116463
OSW,ONESPAWORLD HOLDINGS Ltd,7997,Office of Trade & Services,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,0001758488
OTIS,Otis Worldwide Corp,3600,Office of Manufacturing,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),0001781335
OTLK,"Outlook Therapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001649989
OTTR,Otter Tail Corp,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0001466593
OUST,"Ouster, Inc.",3569,Office of Technology,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",0001816581
OUT,OUTFRONT Media Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001579877
OVV,Ovintiv Inc.,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001792580
OWL,BLUE OWL CAPITAL INC.,6282,Office of Finance,INVESTMENT ADVICE,0001823945
OWLT,"Owlet, Inc.",3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",0001816708
OXM,OXFORD INDUSTRIES INC,2320,Office of Manufacturing,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",0000075288
OXY,OCCIDENTAL PETROLEUM CORP /DE/,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000797468
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA INC,3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001299130
PACK,Ranpak Holdings Corp.,2670,Office of Manufacturing,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),0001712463
PACW,PACWEST BANCORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001102112
PAG,"PENSKE AUTOMOTIVE GROUP, INC.",5500,Office of Trade & Services,RETAIL-AUTO DEALERS & GASOLINE STATIONS,0001019849
PAHC,PHIBRO ANIMAL HEALTH CORP,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001069899
PANW,Palo Alto Networks Inc,3577,Office of Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",0001327567
PAR,PAR TECHNOLOGY CORP,3578,Office of Technology,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),0000708821
PARR,PAR PETROLEUM CORP/CO,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000821483
PATH,NUPATHE INC.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001375200
PATK,PATRICK INDUSTRIES INC,2430,Office of Manufacturing,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",0000076605
PAYA,Paya Holdings Inc.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001819881
PAYC,"Paycom Software, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001590955
PAYO,Payoneer Global Inc.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001845815
PAYX,PAYCHEX INC,8700,Office of Trade & Services,"SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT",0000723531
