,company_name,sic,office,industry,cik
LCUT,"LIFETIME BRANDS, INC",3420,Office of Manufacturing,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",874396
LDOS,"Leidos Holdings, Inc.",7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,1336920
LE,"LANDS' END, INC.",5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,799288
LEA,LEAR CORP,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,842162
LECO,LINCOLN ELECTRIC HOLDINGS INC,3540,Office of Technology,METALWORKG MACHINERY & EQUIPMENT,59527
LEG,LEGGETT & PLATT INC,2510,Office of Manufacturing,HOUSEHOLD FURNITURE,58492
LEGH,Legacy Housing Corp,2451,Office of Manufacturing,MOBILE HOMES,1436208
LEN,LENNAR CORP /NEW/,1520,Office of Real Estate & Construction,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,920760
LEN.B,LENNAR CORP /NEW/,1520,Office of Real Estate & Construction,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,920760
LESL,"Leslie's, Inc.",5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",1821806
LEU,CENTRUS ENERGY CORP,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1065059
LFG,Archaea Energy Inc.,4932,Office of Energy & Transportation,GAS & OTHER SERVICES COMBINED,1823766
LFST,"LifeStance Health Group, Inc.",8000,Industrial Applications and Services,SERVICES-HEALTH SERVICES,1845257
LFUS,LITTELFUSE INC /DE,3613,Office of Manufacturing,SWITCHGEAR & SWITCHBOARD APPARATUS,889331
LGF.A,LIONS GATE ENTERTAINMENT CORP /CN/,7812,Office of Trade & Services,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,929351
LGF.B,LIONS GATE ENTERTAINMENT CORP /CN/,7812,Office of Trade & Services,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,929351
LGIH,"LGI Homes, Inc.",1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,1580670
LGND,LIGAND PHARMACEUTICALS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,886163
LH,LABORATORY CORP OF AMERICA HOLDINGS,8071,Industrial Applications and Services,SERVICES-MEDICAL LABORATORIES,920148
LHCG,"LHC Group, Inc",8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,1303313
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",3812,Office of Manufacturing,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",202058
LIDR,"AEye, Inc.",3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,1818644
LII,LENNOX INTERNATIONAL INC,3585,Office of Technology,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,1069202
LILA,Liberty Global plc,4841,Office of Technology,CABLE & OTHER PAY TELEVISION SERVICES,1570585
LILAK,Liberty Global plc,4841,Office of Technology,CABLE & OTHER PAY TELEVISION SERVICES,1570585
LIN,LIN Media LLC,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,1575571
LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,1512499
LITE,Lumentum Holdings Inc.,3669,Office of Manufacturing,"COMMUNICATIONS EQUIPMENT, NEC",1633978
LIVN,LivaNova PLC,3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,1639691
LKFN,LAKELAND FINANCIAL CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,721994
LKQ,LKQ CORP,5010,Office of Trade & Services,WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES,1065696
LL,"Lumber Liquidators Holdings, Inc.",5211,Office of Trade & Services,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,1396033
LLY,LILLY ELI & CO,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,59478
LMAT,LEMAITRE VASCULAR INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1158895
LMND,"Lemonade, Inc.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",1691421
LMT,LOCKHEED MARTIN CORP,3760,Office of Manufacturing,GUIDED MISSILES & SPACE VEHICLES & PARTS,936468
LNC,LINCOLN NATIONAL CORP,6311,Office of Finance,LIFE INSURANCE,59558
LNDC,LANDEC CORP \CA\,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",1005286
LNG,CHENIERE ENERGY INC,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,3570
LNN,LINDSAY CORP,3523,Office of Technology,FARM MACHINERY & EQUIPMENT,836157
LNT,INTERSTATE POWER & LIGHT CO,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,52485
LNTH,"Lantheus Holdings, Inc.",2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,1521036
LOB,"Live Oak Bancshares, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,1462120
LOCL,Local Bounti Corporation/DE,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,1840780
LOCO,"El Pollo Loco Holdings, Inc.",5812,Office of Trade & Services,RETAIL-EATING PLACES,1606366
LOPE,"Grand Canyon Education, Inc.",8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,1434588
LOVE,Lovesac Co,5712,Office of Trade & Services,RETAIL-FURNITURE STORES,1701758
LOW,LOWES COMPANIES INC,5211,Office of Trade & Services,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,60667
LPG,DORIAN LPG LTD.,4412,Office of Energy & Transportation,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,1596993
LPI,"Laredo Petroleum Holdings, Inc.",1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,1528129
LPLA,LPL Financial Holdings Inc.,6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",1397911
LPRO,Open Lending Corp,6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,1806201
LPSN,LIVEPERSON INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1102993
LPX,LOUISIANA-PACIFIC CORP,2400,Office of Manufacturing,LUMBER & WOOD PRODUCTS (NO FURNITURE),60519
LQDA,Liquidia Corp,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1819576
LQDT,LIQUIDITY SERVICES INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1235468
LRCX,LAM RESEARCH CORP,3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",707549
LRN,K12 INC,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,1157408
LSCC,LATTICE SEMICONDUCTOR CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,855658
LSEA,Landsea Homes Corp,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,1721386
LSI,LSI CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,703360
LSTR,LANDSTAR SYSTEM INC,4213,Office of Energy & Transportation,TRUCKING (NO LOCAL),853816
LSXMA,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,1560385
LSXMK,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,1560385
LTC,LTC PROPERTIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,887905
LTCH,"Latch, Inc.",5072,Office of Trade & Services,WHOLESALE-HARDWARE,1826000
LTH,"Life Time Group Holdings, Inc.",7997,Office of Trade & Services,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,1869198
LTHM,Livent Corp.,2800,Industrial Applications and Services,CHEMICALS & ALLIED PRODUCTS,1742924
LULU,lululemon athletica inc.,2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,1397187
LUMN,"Lumen Technologies, Inc.",4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),18926
LUNG,Pulmonx Corp,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1127537
LUV,SOUTHWEST AIRLINES CO,4512,Office of Energy & Transportation,"AIR TRANSPORTATION, SCHEDULED",92380
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,1780201
LVOX,"LiveVox Holdings, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1723648
LVS,LAS VEGAS SANDS CORP,7011,Office of Real Estate & Construction,HOTELS & MOTELS,1300514
LW,"Lamb Weston Holdings, Inc.",2030,Office of Manufacturing,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",1679273
LWLG,"Lightwave Logic, Inc.",3080,Industrial Applications and Services,MISCELLANEOUS PLASTICS PRODUCTS,1325964
LXFR,LUXFER HOLDINGS PLC,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,1096056
LXP,LEXINGTON REALTY TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,910108
LXRX,"LEXICON PHARMACEUTICALS, INC./DE",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1062822
LXU,LSB INDUSTRIES INC,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,60714
LYB,LyondellBasell Industries N.V.,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,1489393
LYEL,"Lyell Immunopharma, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1806952
LYFT,"Lyft, Inc.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1759509
LYLT,Loyalty Ventures Inc.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1870997
LYV,"Live Nation Entertainment, Inc.",7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,1335258
LZ,LUBRIZOL Corp,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,60751
LZB,LA-Z-BOY INC,2510,Office of Manufacturing,HOUSEHOLD FURNITURE,57131
M,"Macy's, Inc.",5311,Office of Trade & Services,RETAIL-DEPARTMENT STORES,794367
MA,MASTERCARD INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1141391
MAA,MID AMERICA APARTMENT COMMUNITIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,912595
MAC,MACERICH CO,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,912242
MAN,MANPOWER INC /WI/,7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,871763
MANH,MANHATTAN ASSOCIATES INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1056696
MANT,MANTECH INTERNATIONAL CORP,8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,892537
MAPS,"WM TECHNOLOGY, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1779474
MAR,MARRIOTT INTERNATIONAL INC /MD/,7011,Office of Real Estate & Construction,HOTELS & MOTELS,1048286
MARA,"Marathon Patent Group, Inc.",6794,Office of Real Estate & Construction,PATENT OWNERS & LESSORS,1507605
MAS,MASCO CORP /DE/,2430,Office of Manufacturing,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",62996
MASI,MASIMO CORP,3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,937556
MASS,908 Devices Inc.,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",1555279
MAT,MATTEL INC /DE/,3942,Office of Manufacturing,DOLLS & STUFFED TOYS,63276
MATW,MATTHEWS INTERNATIONAL CORP,3360,Office of Manufacturing,NONFERROUS FOUNDRIES (CASTINGS),63296
MATX,"Matson, Inc.",4400,Office of Energy & Transportation,WATER TRANSPORTATION,3453
MAX,"MediaAlpha, Inc.",6399,Office of Finance,"INSURANCE CARRIERS, NEC",1818383
MAXR,Maxar Technologies Inc.,3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,1121142
MBI,MBIA INC,6351,Office of Finance,SURETY INSURANCE,814585
MBIN,Merchants Bancorp,6022,Office of Finance,STATE COMMERCIAL BANKS,1629019
MBUU,"Malibu Boats, Inc.",3730,Office of Manufacturing,SHIP & BOAT BUILDING & REPAIRING,1590976
MBWM,MERCANTILE BANK CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,1042729
MC,Moelis & Co,6282,Office of Finance,INVESTMENT ADVICE,1596967
MCB,Metropolitan Bank Holding Corp.,6022,Office of Finance,STATE COMMERCIAL BANKS,1476034
MCBC,MACATAWA BANK CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,1053584
MCBS,"MetroCity Bankshares, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,1747068
MCD,MCDONALDS CORP,5812,Office of Trade & Services,RETAIL-EATING PLACES,63908
MCFT,"MCBC Holdings, Inc.",3730,Office of Manufacturing,SHIP & BOAT BUILDING & REPAIRING,1638290
MCHP,MICROCHIP TECHNOLOGY INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,827054
MCK,MCKESSON CORP,5122,Office of Trade & Services,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",927653
MCO,MOODYS CORP /DE/,7320,Office of Trade & Services,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",1059556
MCRB,"Seres Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1609809
MCRI,MONARCH CASINO & RESORT INC,7011,Office of Real Estate & Construction,HOTELS & MOTELS,907242
MCS,MARCUS CORP,7011,Office of Real Estate & Construction,HOTELS & MOTELS,62234
MCW,"Mister Car Wash, Inc.",7500,Office of Trade & Services,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",1853513
MCY,MERCURY GENERAL CORP,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",64996
MD,"MEDNAX, INC.",8060,Industrial Applications and Services,SERVICES-HOSPITALS,893949
MDB,"MongoDB, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1441816
MDC,MDC HOLDINGS INC,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,773141
MDGL,"MADRIGAL PHARMACEUTICALS, INC.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1157601
MDLZ,"Mondelez International, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,1103982
MDRX,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,1124804
MDT,MEDTRONIC INC,3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,64670
MDU,MDU RESOURCES GROUP INC,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),67716
MDXG,"MIMEDX GROUP, INC.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1376339
ME,23andMe Holding Co.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1804591
MED,MEDIFAST INC,2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,910329
MEDP,"Medpace Holdings, Inc.",8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,1668397
MEG,MEDIA GENERAL INC,2711,Office of Manufacturing,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,216539
MEI,METHODE ELECTRONICS INC,3678,Office of Manufacturing,ELECTRONIC CONNECTORS,65270
MET,METLIFE INC,6311,Office of Finance,LIFE INSURANCE,1099219
METC,"Ramaco Resources, Inc.",1220,Office of Energy & Transportation,BITUMINOUS COAL & LIGNITE MINING,1687187
MFA,"MFA FINANCIAL, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1055160
MGEE,MADISON GAS & ELECTRIC CO,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,61339
MGI,MONEYGRAM INTERNATIONAL INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1273931
MGM,MGM Resorts International,7011,Office of Real Estate & Construction,HOTELS & MOTELS,789570
MGNI,"MAGNITE, INC.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1595974
MGNX,MACROGENICS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1125345
MGPI,MGP INGREDIENTS INC,2040,Office of Manufacturing,GRAIN MILL PRODUCTS,835011
MGRC,MCGRATH RENTCORP,7359,Office of Trade & Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",752714
MGTX,MeiraGTx Holdings plc,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1735438
MGY,Magnolia Oil & Gas Corp,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,1698990
MHK,MOHAWK INDUSTRIES INC,2273,Office of Manufacturing,CARPETS & RUGS,851968
MHO,M I HOMES INC,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,799292
MIDD,MIDDLEBY CORP,3580,Office of Technology,REFRIGERATION & SERVICE INDUSTRY MACHINERY,769520
MIR,MIRANT CORP,4911,Office of Energy & Transportation,ELECTRIC SERVICES,1010775
MIRM,"Mirum Pharmaceuticals, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1759425
MITK,MITEK SYSTEMS INC,3577,Office of Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",807863
MKC,MCCORMICK & CO INC,2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,63754
MKFG,Markforged Holding Corp,3577,Office of Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",1816613
MKL,MARKEL CORP,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",1096343
MKSI,MKS INSTRUMENTS INC,3823,Industrial Applications and Services,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",1049502
MKTW,"MARKETWISE, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1805651
MKTX,MARKETAXESS HOLDINGS INC,6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",1278021
ML,MONEYLION INC.,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,1807846
MLAB,MESA LABORATORIES INC /CO,3823,Industrial Applications and Services,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",724004
MLI,MUELLER INDUSTRIES INC,3350,Office of Manufacturing,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,89439
MLKN,"MILLERKNOLL, INC.",2520,Office of Manufacturing,OFFICE FURNITURE,66382
MLM,MARTIN MARIETTA MATERIALS INC,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),916076
MLNK,ModusLink Global Solutions Inc,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",914712
MLR,MILLER INDUSTRIES INC /TN/,3713,Office of Manufacturing,TRUCK & BUS BODIES,924822
MMC,"MARSH & MCLENNAN COMPANIES, INC.",6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",62709
MMI,"Motorola Mobility Holdings, Inc",3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,1495569
MMM,3M CO,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,66740
MMS,MAXIMUS INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1032220
MMSI,MERIT MEDICAL SYSTEMS INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,856982
MN,"Manning & Napier, Inc.",6282,Office of Finance,INVESTMENT ADVICE,1524223
MNDT,"Mandiant, Inc.",3577,Office of Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",1370880
MNKD,MANNKIND CORP,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,899460
MNRL,"Brigham Minerals, Inc.",1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,1745797
MNRO,MONRO MUFFLER BRAKE INC,7500,Office of Trade & Services,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",876427
MNST,Monster Beverage Corp,2086,Office of Manufacturing,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,865752
MNTK,"Montauk Renewables, Inc.",4932,Office of Energy & Transportation,GAS & OTHER SERVICES COMBINED,1826600
MNTS,Momentus Inc.,3760,Office of Manufacturing,GUIDED MISSILES & SPACE VEHICLES & PARTS,1781162
MNTV,MOMENTIVE GLOBAL INC.,7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1739936
MO,"ALTRIA GROUP, INC.",2111,Office of Manufacturing,CIGARETTES,764180
MOD,MODINE MANUFACTURING CO,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,67347
MODN,"MODEL N, INC.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1118417
MODV,ModivCare Inc,4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,1220754
MOFG,"MidWestOne Financial Group, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,1412665
MOG.A,MOOG INC,3590,Office of Technology,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,67887
MOH,MOLINA HEALTHCARE INC,6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,1179929
MORF,"Morphic Holding, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1679363
MORN,"Morningstar, Inc.",6282,Office of Finance,INVESTMENT ADVICE,1289419
MOS,MOSAIC CO,2870,Industrial Applications and Services,AGRICULTURAL CHEMICALS,1285785
MOV,MOVADO GROUP INC,3873,Industrial Applications and Services,"WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS",72573
MP,MP Materials Corp. / DE,1000,Office of Energy & Transportation,METAL MINING,1801368
MPAA,MOTORCAR PARTS AMERICA INC,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",918251
MPB,MID PENN BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,879635
MPC,Marathon Petroleum Corp,2911,Office of Energy & Transportation,PETROLEUM REFINING,1510295
MPLN,MultiPlan Corp,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1793229
MPW,MEDICAL PROPERTIES TRUST INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1287865
MPWR,MONOLITHIC POWER SYSTEMS INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1280452
MPX,MARINE PRODUCTS CORP,3730,Office of Manufacturing,SHIP & BOAT BUILDING & REPAIRING,1129155
MQ,"Marqeta, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1522540
MRC,MRC GLOBAL INC.,5084,Office of Trade & Services,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,1439095
MRCY,MERCURY COMPUTER SYSTEMS INC,3670,Office of Manufacturing,ELECTRONIC COMPONENTS & ACCESSORIES,1049521
MRK,Merck & Co. Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,310158
MRNA,"Moderna, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1682852
MRO,MARATHON OIL CORP,2911,Office of Energy & Transportation,PETROLEUM REFINING,101778
MRSN,"Mersana Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1442836
MRTN,MARTEN TRANSPORT LTD,4213,Office of Energy & Transportation,TRUCKING (NO LOCAL),799167
MRTX,"Mirati Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1576263
MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1823239
MRVL,MARVELL TECHNOLOGY GROUP LTD,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1058057
MS,MORGAN STANLEY,6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",895421
MSA,MSA Safety Inc,3842,Industrial Applications and Services,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",66570
MSBI,"Midland States Bancorp, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,1466026
